case,radio,condition,bandwidth_hz,snr_db,true_range_m,trials,mean_error_m,median_error_m,std_error_m,p95_abs_error_m,max_abs_error_m,std_ci_lo_m,std_ci_hi_m,std_at_quarter_m,std_at_half_m
sx1280_406k_los,SX1280,LOS,406000,-20.0,3000.0,300,1.157026,-3.672672,36.777813,68.838872,111.430082,33.786746,39.387045,34.595849,33.643713
sx1280_406k_los,SX1280,LOS,406000,-20.0,400.0,300,-0.250335,-1.965049,39.175317,76.386471,123.373628,35.661203,43.189217,39.089979,38.368136
sx1280_406k_los,SX1280,LOS,406000,-20.0,50.0,300,-2.246586,-0.674709,33.732085,63.394593,129.527588,30.929203,36.831656,33.858716,35.668213
sx1280_406k_los,SX1280,LOS,406000,-6.0,1000.0,300,0.424713,0.203497,6.820238,13.947546,19.247733,6.271905,7.336275,5.993532,6.696134
sx1280_406k_los,SX1280,LOS,406000,-6.0,250.0,300,0.495878,0.468693,6.949592,13.422134,21.049520,6.423016,7.456076,6.879602,6.794670
sx1280_406k_los,SX1280,LOS,406000,-6.0,3000.0,300,0.222591,0.266703,7.295629,14.105054,19.242921,6.747722,7.812185,7.622476,7.266088
sx1280_406k_los,SX1280,LOS,406000,-6.0,400.0,300,-0.692234,-0.454952,7.456568,14.455068,25.351389,6.842725,8.040262,6.508743,7.172097
sx1280_406k_los,SX1280,LOS,406000,-6.0,50.0,300,1.041752,1.019605,6.816514,14.063630,20.963671,6.250207,7.316699,7.248975,6.751662
sx1280_406k_los,SX1280,LOS,406000,0.0,1000.0,300,-0.024738,-0.053045,3.415195,7.000556,8.381052,3.180671,3.664504,3.096293,3.324929
sx1280_406k_los,SX1280,LOS,406000,0.0,250.0,300,0.281956,0.177700,3.525417,7.025417,11.254109,3.205817,3.847301,3.493014,3.253551
sx1280_406k_los,SX1280,LOS,406000,0.0,3000.0,300,0.254849,0.262163,3.752580,7.035864,11.126757,3.499960,4.021892,3.700024,3.591779
sx1280_406k_los,SX1280,LOS,406000,0.0,400.0,300,-0.259284,-0.111424,3.883298,7.898320,11.603864,3.611272,4.204331,4.473070,4.075071
sx1280_406k_los,SX1280,LOS,406000,0.0,50.0,300,0.436500,0.735602,3.651765,7.182877,11.444371,3.367025,3.929916,3.738403,3.823461
sx1280_406k_los,SX1280,LOS,406000,12.0,1000.0,300,0.120664,0.076286,0.896170,1.791278,2.852816,0.821232,0.974974,0.766302,0.816197
sx1280_406k_los,SX1280,LOS,406000,12.0,250.0,300,0.223590,0.271335,0.850294,1.653571,2.834220,0.783750,0.921175,0.911708,0.916993
sx1280_406k_los,SX1280,LOS,406000,12.0,3000.0,300,0.007537,-0.037775,0.943322,1.794037,2.763357,0.870014,1.016866,0.813572,0.886569
sx1280_406k_los,SX1280,LOS,406000,12.0,400.0,300,-0.095523,-0.129029,0.899414,1.657630,2.933203,0.827971,0.972358,0.761184,0.791477
sx1280_406k_los,SX1280,LOS,406000,12.0,50.0,300,0.076460,0.049276,0.905217,1.891805,2.672191,0.826467,0.975434,0.779474,0.828168
sx1280_406k_los,SX1280,LOS,406000,18.0,1000.0,300,0.088868,0.068562,0.399011,0.833341,1.586676,0.360644,0.431989,0.385133,0.404595
sx1280_406k_los,SX1280,LOS,406000,18.0,250.0,300,0.203821,0.192968,0.422873,0.933739,1.437679,0.386497,0.456940,0.445461,0.420407
sx1280_406k_los,SX1280,LOS,406000,18.0,3000.0,300,0.021346,0.030855,0.444563,0.826876,1.557445,0.407486,0.483746,0.477014,0.456472
sx1280_406k_los,SX1280,LOS,406000,18.0,400.0,300,-0.110913,-0.120651,0.465678,0.937058,1.496625,0.430139,0.502107,0.404174,0.457861
sx1280_406k_los,SX1280,LOS,406000,18.0,50.0,300,0.063588,0.095044,0.467109,0.946271,1.272585,0.432274,0.501349,0.447975,0.451611
sx1280_406k_los,SX1280,LOS,406000,25.0,1000.0,300,0.125171,0.126465,0.189344,0.461745,0.614832,0.176898,0.203652,0.198819,0.194272
sx1280_406k_los,SX1280,LOS,406000,25.0,250.0,300,0.159720,0.163432,0.200866,0.481225,0.660213,0.186385,0.214507,0.180329,0.191071
sx1280_406k_los,SX1280,LOS,406000,25.0,3000.0,300,0.010199,0.011030,0.201572,0.384792,0.628084,0.186566,0.216510,0.209732,0.201490
sx1280_406k_los,SX1280,LOS,406000,25.0,400.0,300,-0.174200,-0.173004,0.197038,0.479224,0.726231,0.182457,0.210777,0.202720,0.204208
sx1280_406k_los,SX1280,LOS,406000,25.0,50.0,300,0.066535,0.084495,0.211829,0.411309,0.704242,0.194590,0.229271,0.195611,0.212728
sx1280_406k_los,SX1280,LOS,406000,6.0,1000.0,300,0.197142,0.126127,1.713272,3.218949,5.281431,1.572713,1.845519,1.625746,1.823056
sx1280_406k_los,SX1280,LOS,406000,6.0,250.0,300,0.266810,0.170968,1.685729,3.224950,5.656445,1.557837,1.814585,1.680831,1.783042
sx1280_406k_los,SX1280,LOS,406000,6.0,3000.0,300,-0.101765,-0.160513,1.731008,3.452284,4.300428,1.611171,1.852318,1.816630,1.740718
sx1280_406k_los,SX1280,LOS,406000,6.0,400.0,300,-0.044116,-0.080317,1.816213,3.455787,5.086796,1.660065,1.963514,1.549921,1.892808
sx1280_406k_los,SX1280,LOS,406000,6.0,50.0,300,-0.033020,-0.042601,1.712493,3.174746,4.990274,1.583117,1.828367,1.790514,1.710940
sx1280_406k_nlos,SX1280,NLOS,406000,-12.0,1000.0,1200,0.204382,-0.336585,13.816747,26.458490,45.840108,13.254170,14.348556,13.938876,13.966286
sx1280_406k_nlos,SX1280,NLOS,406000,-12.0,250.0,1200,0.327901,0.197960,13.940498,27.304301,42.287306,13.361533,14.426095,14.534425,13.878641
sx1280_406k_nlos,SX1280,NLOS,406000,-12.0,3000.0,1200,-0.762301,-0.462080,13.999132,26.820507,44.185971,13.459809,14.544002,13.765603,14.146799
sx1280_406k_nlos,SX1280,NLOS,406000,-12.0,400.0,1200,-0.735835,-1.017961,13.379233,26.276072,38.507670,12.853638,13.900654,14.238437,13.364093
sx1280_406k_nlos,SX1280,NLOS,406000,-12.0,50.0,1200,0.354854,0.570664,14.116498,26.955070,44.108052,13.543911,14.683301,14.978941,14.405797
sx1280_406k_nlos,SX1280,NLOS,406000,-20.0,1000.0,1200,1.868162,1.510150,34.296521,68.927475,118.345831,32.793940,35.874616,34.213594,33.547893
sx1280_406k_nlos,SX1280,NLOS,406000,-20.0,250.0,1200,0.365154,1.388017,36.078865,70.905444,116.060200,34.726614,37.479622,37.106142,36.947596
sx1280_406k_nlos,SX1280,NLOS,406000,-20.0,3000.0,1200,1.192764,1.922453,35.582129,68.586676,109.901595,34.247524,36.922494,34.824080,35.521613
sx1280_406k_nlos,SX1280,NLOS,406000,-20.0,400.0,1200,-1.784532,-2.468549,35.920223,70.992211,153.475560,34.320005,37.624575,34.543171,34.735719
sx1280_406k_nlos,SX1280,NLOS,406000,-20.0,50.0,1200,1.492379,2.475652,37.568163,72.164975,128.041249,36.054279,38.992228,36.075892,37.886364
sx1280_406k_nlos,SX1280,NLOS,406000,-6.0,1000.0,1200,0.036432,0.143196,6.693473,12.919655,26.569828,6.445527,6.950367,6.527310,6.655668
sx1280_406k_nlos,SX1280,NLOS,406000,-6.0,250.0,1200,0.092068,0.168589,7.039975,13.906164,30.178177,6.734834,7.323098,7.302088,7.044301
sx1280_406k_nlos,SX1280,NLOS,406000,-6.0,3000.0,1200,-0.079524,-0.388258,7.398507,14.301254,29.619712,7.108596,7.748479,7.265950,7.217716
sx1280_406k_nlos,SX1280,NLOS,406000,-6.0,400.0,1200,-0.284912,-0.247958,7.265562,14.186538,24.093313,6.974163,7.575503,6.985573,7.122840
sx1280_406k_nlos,SX1280,NLOS,406000,-6.0,50.0,1200,0.279247,0.200675,7.152679,14.479217,22.066677,6.847227,7.436471,6.792420,7.141915
sx1280_406k_nlos,SX1280,NLOS,406000,0.0,1000.0,1200,0.273580,0.079179,3.509861,6.951677,17.222423,3.354549,3.672863,3.456090,3.442697
sx1280_406k_nlos,SX1280,NLOS,406000,0.0,250.0,1200,0.268080,0.243136,3.699046,7.210549,13.091925,3.536443,3.848258,3.554899,3.725379
sx1280_406k_nlos,SX1280,NLOS,406000,0.0,3000.0,1200,-0.082135,-0.129447,3.538699,7.007085,11.752336,3.406302,3.673865,3.467365,3.521746
sx1280_406k_nlos,SX1280,NLOS,406000,0.0,400.0,1200,-0.031085,-0.035979,3.547280,6.807568,12.819484,3.405121,3.685044,3.333412,3.235357
sx1280_406k_nlos,SX1280,NLOS,406000,0.0,50.0,1200,0.114365,0.170609,3.459894,6.620670,10.781808,3.337037,3.581940,3.528999,3.447306
sx1280_406k_nlos,SX1280,NLOS,406000,12.0,1000.0,1200,0.128732,0.120540,0.829874,1.653571,3.021199,0.797454,0.862309,0.826435,0.841016
sx1280_406k_nlos,SX1280,NLOS,406000,12.0,250.0,1200,0.173432,0.197818,0.859900,1.711228,3.129349,0.828360,0.897970,0.891934,0.856679
sx1280_406k_nlos,SX1280,NLOS,406000,12.0,3000.0,1200,-0.009888,-0.015119,0.923747,1.743777,3.061920,0.886577,0.959647,0.944599,0.932028
sx1280_406k_nlos,SX1280,NLOS,406000,12.0,400.0,1200,-0.155697,-0.180977,0.905097,1.817446,3.181572,0.868334,0.942111,0.871706,0.914101
sx1280_406k_nlos,SX1280,NLOS,406000,12.0,50.0,1200,0.040100,0.058235,0.920561,1.842882,2.986665,0.888737,0.959778,0.877212,0.907474
sx1280_406k_nlos,SX1280,NLOS,406000,18.0,1000.0,1200,0.119422,0.106914,0.438955,0.852181,1.649617,0.419563,0.456146,0.391503,0.419817
sx1280_406k_nlos,SX1280,NLOS,406000,18.0,250.0,1200,0.156881,0.164549,0.439845,0.916328,1.396198,0.421348,0.455464,0.439984,0.443872
sx1280_406k_nlos,SX1280,NLOS,406000,18.0,3000.0,1200,-0.020231,-0.016543,0.472791,0.945756,1.442000,0.452206,0.490309,0.440079,0.459092
sx1280_406k_nlos,SX1280,NLOS,406000,18.0,400.0,1200,-0.169126,-0.187493,0.460186,0.944173,1.540970,0.441133,0.477823,0.443698,0.438433
sx1280_406k_nlos,SX1280,NLOS,406000,18.0,50.0,1200,0.063061,0.052322,0.457708,0.909569,1.600537,0.439206,0.476306,0.472862,0.466267
sx1280_406k_nlos,SX1280,NLOS,406000,25.0,1000.0,1200,0.116725,0.112381,0.193632,0.441676,0.798549,0.186275,0.201740,0.187677,0.187764
sx1280_406k_nlos,SX1280,NLOS,406000,25.0,250.0,1200,0.162198,0.161253,0.198857,0.510134,0.772514,0.190958,0.206297,0.196606,0.200700
sx1280_406k_nlos,SX1280,NLOS,406000,25.0,3000.0,1200,0.008658,0.012713,0.207635,0.411596,0.647789,0.200083,0.215397,0.192717,0.201816
sx1280_406k_nlos,SX1280,NLOS,406000,25.0,400.0,1200,-0.160405,-0.156482,0.203128,0.494125,0.823134,0.195094,0.211773,0.190854,0.201010
sx1280_406k_nlos,SX1280,NLOS,406000,25.0,50.0,1200,0.063059,0.060423,0.204100,0.421428,0.684526,0.195911,0.211739,0.199018,0.201325
sx1280_406k_nlos,SX1280,NLOS,406000,6.0,1000.0,1200,0.107103,0.160479,1.746803,3.392608,6.117949,1.679062,1.817171,1.767615,1.727526
sx1280_406k_nlos,SX1280,NLOS,406000,6.0,250.0,1200,0.110459,0.061147,1.864091,3.644191,6.704618,1.792440,1.941754,1.907203,1.855653
sx1280_406k_nlos,SX1280,NLOS,406000,6.0,3000.0,1200,0.073311,0.079203,1.816910,3.499099,8.207041,1.742748,1.893885,1.723613,1.767575
sx1280_406k_nlos,SX1280,NLOS,406000,6.0,400.0,1200,-0.236497,-0.264958,1.802085,3.541032,5.315160,1.737145,1.870778,1.786856,1.757005
sx1280_406k_nlos,SX1280,NLOS,406000,6.0,50.0,1200,0.054517,0.096076,1.792965,3.567766,7.240880,1.715439,1.865259,1.794792,1.821914
sx1280_812k_los,SX1280,LOS,812000,-12.0,1000.0,300,0.361304,0.156067,6.987926,13.995302,19.547727,6.432902,7.559834,7.320797,7.190399
sx1280_812k_los,SX1280,LOS,812000,-12.0,250.0,300,-0.108409,0.311555,7.215945,14.072711,19.724979,6.624266,7.799937,7.093283,7.293267
sx1280_812k_los,SX1280,LOS,812000,-12.0,3000.0,300,0.541898,0.143841,5.877309,10.949034,18.223460,5.443199,6.298808,6.342770,5.961558
sx1280_812k_los,SX1280,LOS,812000,-12.0,400.0,300,-0.019480,-0.065408,7.426742,14.144385,20.441828,6.840044,8.027382,7.523855,7.427490
sx1280_812k_los,SX1280,LOS,812000,-12.0,50.0,300,-0.058810,0.021307,6.401342,12.696379,17.854404,5.957218,6.816122,6.958090,6.490201
sx1280_812k_los,SX1280,LOS,812000,-20.0,1000.0,300,0.175676,0.868618,18.313845,35.121580,64.054179,16.816198,20.013902,19.343834,19.203384
sx1280_812k_los,SX1280,LOS,812000,-20.0,250.0,300,1.326116,1.336947,18.189960,35.341532,63.742295,16.658239,19.711793,19.061117,18.142442
sx1280_812k_los,SX1280,LOS,812000,-20.0,3000.0,300,-0.537315,-0.400446,17.589472,34.932970,51.909097,16.141903,19.004352,19.344671,19.170783
sx1280_812k_los,SX1280,LOS,812000,-20.0,400.0,300,-0.311369,0.139791,16.965325,35.457024,47.547796,15.566968,18.271679,16.202887,16.571777
sx1280_812k_los,SX1280,LOS,812000,-20.0,50.0,300,1.296344,1.487517,16.492553,32.366343,54.375916,15.101596,17.933049,15.224075,16.006467
sx1280_812k_los,SX1280,LOS,812000,-6.0,1000.0,300,0.454661,0.602061,3.556197,6.959709,11.638624,3.259053,3.851023,3.022534,3.320716
sx1280_812k_los,SX1280,LOS,812000,-6.0,250.0,300,-0.126363,-0.297420,3.500604,6.406061,9.100583,3.267838,3.746301,3.364399,3.620375
sx1280_812k_los,SX1280,LOS,812000,-6.0,3000.0,300,-0.002070,-0.080301,2.991368,6.174748,10.621563,2.750897,3.224804,2.858245,2.985149
sx1280_812k_los,SX1280,LOS,812000,-6.0,400.0,300,0.172455,0.101341,3.629487,6.877471,15.182488,3.335324,3.943814,3.509615,3.536987
sx1280_812k_los,SX1280,LOS,812000,-6.0,50.0,300,-0.339731,-0.266216,3.568868,7.155018,12.589987,3.232433,3.913360,3.187288,3.607042
sx1280_812k_los,SX1280,LOS,812000,0.0,1000.0,300,0.079395,0.052418,1.749119,3.300233,5.268976,1.616091,1.884748,1.770991,1.698933
sx1280_812k_los,SX1280,LOS,812000,0.0,250.0,300,0.026305,-0.016279,1.744990,3.210826,5.646822,1.595959,1.879239,1.747577,1.712196
sx1280_812k_los,SX1280,LOS,812000,0.0,3000.0,300,-0.063049,-0.040150,1.599917,3.257645,4.786631,1.469024,1.745618,1.474495,1.468699
sx1280_812k_los,SX1280,LOS,812000,0.0,400.0,300,0.071393,-0.178573,1.854678,3.284392,5.355805,1.722046,1.988064,1.964754,1.883423
sx1280_812k_los,SX1280,LOS,812000,0.0,50.0,300,0.027989,0.017537,1.735732,3.535043,5.696887,1.597858,1.873113,1.757887,1.727490
sx1280_812k_los,SX1280,LOS,812000,12.0,1000.0,300,0.129061,0.145177,0.433751,0.919063,1.397208,0.398601,0.469255,0.414212,0.431020
sx1280_812k_los,SX1280,LOS,812000,12.0,250.0,300,-0.065777,-0.067112,0.461601,0.911430,1.323455,0.423251,0.496497,0.506036,0.477557
sx1280_812k_los,SX1280,LOS,812000,12.0,3000.0,300,0.008708,0.008001,0.393916,0.806431,1.108652,0.364669,0.424950,0.364765,0.388053
sx1280_812k_los,SX1280,LOS,812000,12.0,400.0,300,0.036263,0.035161,0.470461,0.955303,1.391993,0.432428,0.506377,0.545078,0.490845
sx1280_812k_los,SX1280,LOS,812000,12.0,50.0,300,-0.029107,-0.059629,0.434238,0.837350,1.429439,0.399252,0.471001,0.422032,0.435501
sx1280_812k_los,SX1280,LOS,812000,18.0,1000.0,300,0.104345,0.105832,0.224620,0.472165,0.651027,0.206579,0.241362,0.198051,0.220536
sx1280_812k_los,SX1280,LOS,812000,18.0,250.0,300,-0.033224,-0.041339,0.228368,0.453693,0.692912,0.210607,0.243232,0.218725,0.224913
sx1280_812k_los,SX1280,LOS,812000,18.0,3000.0,300,-0.014455,-0.020567,0.193102,0.371452,0.701838,0.175043,0.209247,0.199510,0.191347
sx1280_812k_los,SX1280,LOS,812000,18.0,400.0,300,0.079255,0.069465,0.218603,0.452437,0.731926,0.201198,0.234133,0.206853,0.213506
sx1280_812k_los,SX1280,LOS,812000,18.0,50.0,300,-0.027330,-0.034295,0.198148,0.390818,0.642728,0.180765,0.213264,0.201268,0.195125
sx1280_812k_los,SX1280,LOS,812000,25.0,1000.0,300,0.072235,0.082239,0.098049,0.218251,0.399610,0.089136,0.106349,0.105277,0.098982
sx1280_812k_los,SX1280,LOS,812000,25.0,250.0,300,-0.050093,-0.052135,0.102344,0.209424,0.309207,0.094866,0.109573,0.098917,0.098406
sx1280_812k_los,SX1280,LOS,812000,25.0,3000.0,300,-0.008855,-0.007730,0.091572,0.180628,0.301232,0.083906,0.099745,0.084055,0.086401
sx1280_812k_los,SX1280,LOS,812000,25.0,400.0,300,0.077977,0.071888,0.092067,0.228559,0.401006,0.084602,0.099964,0.095025,0.093750
sx1280_812k_los,SX1280,LOS,812000,25.0,50.0,300,-0.032439,-0.025341,0.089319,0.199897,0.257351,0.081912,0.096741,0.089447,0.088273
sx1280_812k_los,SX1280,LOS,812000,6.0,1000.0,300,0.173110,0.189732,0.879080,1.776682,2.715591,0.806497,0.946835,0.808344,0.806691
sx1280_812k_los,SX1280,LOS,812000,6.0,250.0,300,-0.064531,-0.123593,0.964867,1.821197,3.311026,0.885619,1.040421,0.915659,0.932773
sx1280_812k_los,SX1280,LOS,812000,6.0,3000.0,300,-0.034785,-0.062980,0.776162,1.581445,2.360712,0.713918,0.846258,0.729194,0.744285
sx1280_812k_los,SX1280,LOS,812000,6.0,400.0,300,0.097419,0.131562,0.942921,1.871494,3.279939,0.864299,1.016702,0.855652,0.906818
sx1280_812k_los,SX1280,LOS,812000,6.0,50.0,300,-0.111371,-0.136816,0.811819,1.563678,2.657720,0.747091,0.877802,0.765303,0.810854
sx1280_812k_nlos,SX1280,NLOS,812000,-12.0,1000.0,1200,0.248108,-0.055912,9.474502,16.783883,73.127474,8.734937,10.367468,8.692582,8.911267
sx1280_812k_nlos,SX1280,NLOS,812000,-12.0,250.0,1200,0.241365,-0.030661,8.804980,16.672795,56.654928,8.213040,9.436762,8.334515,8.524420
sx1280_812k_nlos,SX1280,NLOS,812000,-12.0,3000.0,1200,0.071413,0.120759,10.714599,15.771773,162.175839,8.766003,13.075796,8.758089,12.076690
sx1280_812k_nlos,SX1280,NLOS,812000,-12.0,400.0,1200,0.307767,0.182110,9.357602,17.672419,62.401224,8.597985,10.131515,10.575265,9.991636
sx1280_812k_nlos,SX1280,NLOS,812000,-12.0,50.0,1200,0.340038,0.276281,10.150523,17.209768,101.261627,8.921346,11.502188,9.724282,9.868048
sx1280_812k_nlos,SX1280,NLOS,812000,-20.0,1000.0,1200,0.517231,0.462393,19.621428,37.460806,109.144337,18.786490,20.526699,18.779625,19.729445
sx1280_812k_nlos,SX1280,NLOS,812000,-20.0,250.0,1200,-0.928913,-0.533979,19.362244,37.315704,113.191235,18.383626,20.505419,20.473624,20.408371
sx1280_812k_nlos,SX1280,NLOS,812000,-20.0,3000.0,1200,-0.010636,-0.033108,17.800839,34.038261,114.347015,16.699050,18.929263,17.756677,18.112907
sx1280_812k_nlos,SX1280,NLOS,812000,-20.0,400.0,1200,0.409963,0.958341,18.551428,35.159880,78.995020,17.656812,19.370506,18.107567,18.671758
sx1280_812k_nlos,SX1280,NLOS,812000,-20.0,50.0,1200,-0.672412,-0.675797,19.938642,38.137011,172.257452,18.313001,21.853285,18.383895,18.282499
sx1280_812k_nlos,SX1280,NLOS,812000,-6.0,1000.0,1200,-0.034609,0.069281,8.850442,10.206548,120.134088,6.934285,11.167385,7.997198,9.641594
sx1280_812k_nlos,SX1280,NLOS,812000,-6.0,250.0,1200,-0.030749,-0.038182,6.547894,9.819767,57.736489,5.839504,7.316217,6.817881,6.527305
sx1280_812k_nlos,SX1280,NLOS,812000,-6.0,3000.0,1200,0.130284,0.166138,7.304711,8.753662,94.837596,6.049064,8.759683,5.946839,7.520560
sx1280_812k_nlos,SX1280,NLOS,812000,-6.0,400.0,1200,-0.043714,0.013555,7.956556,11.398522,117.656343,6.488070,9.631263,7.468815,7.639288
sx1280_812k_nlos,SX1280,NLOS,812000,-6.0,50.0,1200,0.102332,0.093462,8.576116,9.397103,156.239089,6.205486,11.134497,6.110080,6.381090
sx1280_812k_nlos,SX1280,NLOS,812000,0.0,1000.0,1200,0.341032,0.097063,6.990550,13.308901,67.197830,5.960668,8.201779,7.205784,7.602248
sx1280_812k_nlos,SX1280,NLOS,812000,0.0,250.0,1200,-0.193294,-0.041765,7.982968,12.370125,100.951076,6.247782,9.712138,7.789921,9.022896
sx1280_812k_nlos,SX1280,NLOS,812000,0.0,3000.0,1200,-0.049392,0.093473,6.878978,5.559568,74.150383,5.597525,8.279705,8.063166,7.247975
sx1280_812k_nlos,SX1280,NLOS,812000,0.0,400.0,1200,-0.001652,0.018928,7.540654,6.350541,112.184912,5.947315,9.148661,8.982886,7.700576
sx1280_812k_nlos,SX1280,NLOS,812000,0.0,50.0,1200,-0.188456,-0.029494,6.662232,6.721304,99.171899,5.092299,8.225071,6.074304,6.086086
sx1280_812k_nlos,SX1280,NLOS,812000,12.0,1000.0,1200,-0.193922,0.061140,6.762804,5.273430,90.905754,5.223237,8.199357,6.442886,6.992701
sx1280_812k_nlos,SX1280,NLOS,812000,12.0,250.0,1200,-0.318942,-0.056874,7.773100,9.542400,111.171894,5.944611,9.324961,8.127771,7.221758
sx1280_812k_nlos,SX1280,NLOS,812000,12.0,3000.0,1200,-0.077605,0.009461,6.973174,4.898854,114.326626,4.998082,9.052687,3.724483,7.508079
sx1280_812k_nlos,SX1280,NLOS,812000,12.0,400.0,1200,0.200718,0.088225,6.289211,7.466730,90.599194,4.723332,7.728396,6.370937,5.767507
sx1280_812k_nlos,SX1280,NLOS,812000,12.0,50.0,1200,0.292195,-0.005442,7.519914,14.042675,93.205315,5.940036,9.096246,7.396159,6.952687
sx1280_812k_nlos,SX1280,NLOS,812000,18.0,1000.0,1200,0.166027,0.091197,6.182499,11.037857,60.424031,5.080126,7.087427,6.093457,6.706074
sx1280_812k_nlos,SX1280,NLOS,812000,18.0,250.0,1200,-0.499404,-0.054300,7.772717,9.925642,113.845915,5.748309,9.742279,11.348951,9.041636
sx1280_812k_nlos,SX1280,NLOS,812000,18.0,3000.0,1200,0.251113,-0.000319,6.398855,7.000710,90.915995,4.815517,7.974913,6.194543,5.183695
sx1280_812k_nlos,SX1280,NLOS,812000,18.0,400.0,1200,-0.014782,0.081303,7.852103,12.171347,103.916980,6.081001,9.671681,4.558901,8.359747
sx1280_812k_nlos,SX1280,NLOS,812000,18.0,50.0,1200,0.386466,-0.025225,4.561789,5.378550,41.480543,3.739076,5.309667,5.139247,4.128287
sx1280_812k_nlos,SX1280,NLOS,812000,25.0,1000.0,1200,0.255592,0.089392,6.176324,4.894697,83.956195,4.711521,7.669483,6.143888,5.568132
sx1280_812k_nlos,SX1280,NLOS,812000,25.0,250.0,1200,-0.053873,-0.048053,5.534923,5.861387,68.734591,4.499540,6.679255,6.770881,5.544325
sx1280_812k_nlos,SX1280,NLOS,812000,25.0,3000.0,1200,-0.337891,-0.000423,8.962756,10.802018,121.465824,6.452933,11.294528,10.953005,10.262262
sx1280_812k_nlos,SX1280,NLOS,812000,25.0,400.0,1200,-0.116384,0.082646,7.261787,10.666372,105.965228,5.789524,8.817669,4.963250,5.577682
sx1280_812k_nlos,SX1280,NLOS,812000,25.0,50.0,1200,-0.058424,-0.034956,7.151023,12.890806,64.467244,5.930480,8.358143,7.078252,6.793761
sx1280_812k_nlos,SX1280,NLOS,812000,6.0,1000.0,1200,-0.236396,0.077420,8.309015,9.074450,124.365826,6.021690,10.343874,4.968804,8.673306
sx1280_812k_nlos,SX1280,NLOS,812000,6.0,250.0,1200,0.169655,0.000550,6.917399,9.803041,124.502106,5.048457,8.993844,7.005027,7.972106
sx1280_812k_nlos,SX1280,NLOS,812000,6.0,3000.0,1200,-0.243675,0.037387,6.930089,8.091795,81.839448,5.443141,8.343998,8.214937,6.753221
sx1280_812k_nlos,SX1280,NLOS,812000,6.0,400.0,1200,0.182513,0.112837,6.022557,6.998431,72.511395,4.675717,7.427068,4.862046,5.824008
sx1280_812k_nlos,SX1280,NLOS,812000,6.0,50.0,1200,0.093412,-0.024033,10.282459,10.327806,283.964745,5.453353,15.800663,5.446205,5.177860
uwb_tunnel,DWM3000,TUNNEL,499200000,10.0,150.0,3000,-0.132439,-0.163826,0.558978,0.539167,18.227889,0.392283,0.769236,0.533322,0.678230
uwb_tunnel,DWM3000,TUNNEL,499200000,10.0,30.0,3000,-0.140766,-0.197915,0.495373,0.627835,15.040934,0.379506,0.686917,0.410262,0.422314
uwb_tunnel,DWM3000,TUNNEL,499200000,10.0,75.0,3000,-0.141289,-0.156981,0.449052,0.607390,11.803721,0.367890,0.555581,0.585178,0.489519
uwb_tunnel,DWM3000,TUNNEL,499200000,15.0,150.0,3000,-0.431474,-0.539167,0.351486,0.614235,3.289313,0.312814,0.386670,0.401252,0.380673
uwb_tunnel,DWM3000,TUNNEL,499200000,15.0,30.0,3000,-0.420981,-0.498188,0.374754,0.573256,7.308907,0.315089,0.440498,0.469337,0.393588
uwb_tunnel,DWM3000,TUNNEL,499200000,15.0,75.0,3000,-0.443566,-0.532322,0.343184,0.607390,8.851206,0.268925,0.433184,0.276905,0.314003
uwb_tunnel,DWM3000,TUNNEL,499200000,20.0,150.0,3000,-0.488255,-0.539167,0.258377,0.614235,2.388494,0.221081,0.292680,0.268378,0.289748
uwb_tunnel,DWM3000,TUNNEL,499200000,20.0,30.0,3000,-0.460279,-0.498188,0.523003,0.573256,18.944482,0.307773,0.764455,0.354311,0.455395
uwb_tunnel,DWM3000,TUNNEL,499200000,20.0,75.0,3000,-0.468560,-0.532322,0.363828,0.607390,9.151479,0.292143,0.452661,0.473108,0.375985
uwb_tunnel,DWM3000,TUNNEL,499200000,25.0,150.0,3000,-0.495015,-0.539167,0.245397,0.614235,3.139176,0.206664,0.283159,0.250410,0.252012
uwb_tunnel,DWM3000,TUNNEL,499200000,25.0,30.0,3000,-0.467306,-0.498188,0.351875,0.573256,7.909453,0.285534,0.433450,0.349476,0.331212
uwb_tunnel,DWM3000,TUNNEL,499200000,25.0,75.0,3000,-0.486663,-0.532322,0.254050,0.607390,2.695611,0.221893,0.288522,0.288126,0.273985
uwb_tunnel,DWM3000,TUNNEL,499200000,5.0,150.0,3000,-0.332117,-0.003864,8.020406,1.723793,133.935400,5.537642,9.978709,5.196743,7.129810
uwb_tunnel,DWM3000,TUNNEL,499200000,5.0,30.0,3000,0.207492,0.027289,1.822264,1.603722,36.530935,1.287376,2.314374,2.071886,1.740449
uwb_tunnel,DWM3000,TUNNEL,499200000,5.0,75.0,3000,0.174598,-0.004462,2.503064,1.815551,66.217018,1.728464,3.301733,2.218005,2.094422
